duration,month,poutcome,pdays,balance,deposit
1.9302258878699303,8,3,-0.4811840540136999,0.2525251433695916,yes
3.1546116096227013,8,3,-0.4811840540136999,-0.459973601201242,yes
2.92990081833631,8,3,-0.4811840540136999,-0.0801603017672684,yes
0.5963656780545586,8,3,-0.4811840540136999,0.2937620158795659,yes
0.8671709906304655,8,3,-0.4811840540136999,-0.4168764186532238,yes
0.5473902491844478,8,3,-0.4811840540136999,-0.4739259264865716,yes
2.3882901931844964,8,3,-0.4811840540136999,-0.2165830378904916,yes
1.8956549969027927,8,3,-0.4811840540136999,-0.3049477646975793,yes
0.6799119978918066,8,3,-0.4811840540136999,-0.4736158748135643,yes
2.664857320921593,8,3,-0.4811840540136999,1.1042370891207145,yes
1.1927135472376729,8,3,-0.4811840540136999,-0.4429207591858391,yes
3.46286872074634,8,3,-0.4811840540136999,-0.3781199595273081,yes
3.794173092514737,8,3,-0.4811840540136999,-0.4122256435581139,yes
2.103080342705616,8,3,-0.4811840540136999,-0.3313021569032019,yes
1.6450160373910494,8,3,-0.4811840540136999,-0.2559596003624219,yes
2.05122400625491,8,3,-0.4811840540136999,0.7157423428425357,yes
0.4868911899919579,8,3,-0.4811840540136999,-0.2844843542790958,yes
2.1520557715757263,8,3,-0.4811840540136999,-0.4764063398706302,yes
2.154936679156321,8,3,-0.4811840540136999,-0.4568730844711687,yes
0.4062257777353047,8,3,-0.4811840540136999,-0.421837245421341,yes
0.2016813395130771,8,3,-0.4811840540136999,-0.2305353631758212,yes
1.1062863198198305,8,3,-0.4811840540136999,0.1669508816195698,yes
4.94077430959145,8,3,-0.4811840540136999,-0.3536258773597294,yes
2.154936679156321,8,3,-0.4811840540136999,-0.5334558477039781,yes
1.7660141557760292,8,3,-0.4811840540136999,-0.3557962390707807,yes
0.7058401661171593,8,3,-0.4811840540136999,-0.4615238595662786,yes
0.3197985503174621,8,3,-0.4811840540136999,-0.4671047896804104,yes
1.604683331262723,8,3,-0.4811840540136999,-0.4729957714675497,yes
0.4782484672501736,8,3,-0.4811840540136999,-0.3787400628733227,yes
0.9737645711124716,8,3,-0.4811840540136999,-0.2385967066740117,yes
0.8095528390185704,8,3,-0.4811840540136999,-0.4742359781595789,yes
1.889893181741604,8,3,-0.4811840540136999,-0.4537725677410955,yes
0.8124337465991652,8,3,-0.4811840540136999,-0.448501689299971,yes
3.802815815256521,8,3,-0.4811840540136999,-0.4708254097564984,yes
0.8441237299857075,8,3,-0.4811840540136999,-0.3530057740137147,yes
1.109167227400425,8,3,-0.4811840540136999,-0.3774998561812934,yes
0.380297609509952,8,3,-0.4811840540136999,-0.3455645338615389,yes
2.806021792370736,8,3,-0.4811840540136999,-0.472375668121535,yes
0.5646756946680163,8,3,-0.4811840540136999,-0.4370297773986999,yes
0.0662786832251236,8,3,-0.4811840540136999,-0.4726857197945423,yes
1.852441383193872,8,3,-0.4811840540136999,-0.082640715151327,yes
0.8959800664364131,8,3,-0.4811840540136999,0.1303647842047054,yes
0.2823467517697303,8,3,-0.4811840540136999,-0.5963963373244652,yes
1.8121086770655448,8,3,-0.4811840540136999,-0.1127157274330376,yes
1.3626870944927634,8,3,-0.4811840540136999,0.2205898210498371,yes
1.650777852552239,8,3,-0.4811840540136999,-0.380910424584374,yes
3.886362135093769,8,3,-0.4811840540136999,0.5445938193424921,yes
1.6421351298104547,8,3,-0.4811840540136999,0.7424067867211657,yes
0.2996321972532988,8,3,-0.4811840540136999,-0.0265213623370011,yes
1.3252352959450318,8,3,-0.4811840540136999,-0.4664846863343958,yes
3.4023696615538506,8,3,-0.4811840540136999,0.0277376804392807,yes
2.75416545592003,8,3,-0.4811840540136999,-0.3136292115417844,yes
2.1693412170592947,8,3,-0.4811840540136999,-0.0023373318424297,yes
1.4001388930404952,8,3,-0.4811840540136999,0.4013499464131078,yes
0.7404110570842963,8,3,-0.4811840540136999,-0.0383033259112795,yes
0.956479125628903,8,3,-0.4811840540136999,0.0020033915796727,yes
1.1178099501422092,8,3,-0.4811840540136999,0.0209165436331196,yes
1.6075642388433176,8,3,-0.4811840540136999,0.004173753290724,yes
1.889893181741604,8,3,-0.4811840540136999,0.6583827833361805,yes
1.3770916323957372,8,3,-0.4811840540136999,-0.4742359781595789,yes
1.598921516101533,8,3,-0.4811840540136999,1.7522450857060246,yes
3.027851676076532,8,3,-0.4811840540136999,1.1665574753951868,yes
2.275934797541301,8,3,-0.4811840540136999,-0.0448144110444333,yes
1.1034054122392356,8,3,-0.4811840540136999,-0.5331457960309708,yes
0.9305509574035502,8,3,-0.4811840540136999,-0.3747093911242275,yes
0.3197985503174621,8,3,-0.4811840540136999,-0.4286583822275021,yes
0.4263921307994681,8,3,-0.4811840540136999,-0.3681983059910737,yes
1.5787551630373702,8,3,-0.4811840540136999,-0.4767163915436376,yes
0.368773979187573,8,3,-0.4811840540136999,-0.5688017384268133,yes
1.5528269948120172,8,3,-0.4811840540136999,0.9461107358869784,yes
1.5787551630373702,8,3,-0.4811840540136999,-0.3768797528352788,yes
2.454551067538176,8,3,-0.4811840540136999,2.805180567238901,yes
2.2586493520577324,8,3,-0.4811840540136999,-0.5461679662972785,yes
1.9590349636758777,8,3,-0.4811840540136999,0.2866308274003974,yes
4.306974641860603,8,3,-0.4811840540136999,-0.0510154445045798,yes
0.4119875928964943,8,3,-0.4811840540136999,-0.3868014063715132,yes
1.2704980519137312,8,3,-0.4811840540136999,-0.444781069223883,yes
0.8758137133722499,8,3,-0.4811840540136999,-0.4292784855735168,yes
2.2211975535100006,8,3,-0.4811840540136999,-0.3976532149267696,yes
0.910384604339387,8,3,-0.4811840540136999,-0.4454011725698977,yes
1.2416889761077838,8,3,-0.4811840540136999,-0.4233875037863776,yes
0.7116019812783488,8,3,-0.4811840540136999,-0.4587333945092127,yes
1.1379763032063726,8,3,-0.4811840540136999,-0.602907422457619,yes
1.555707902392612,8,3,-0.4811840540136999,-0.3471147922265756,yes
2.788736346887167,8,3,-0.4811840540136999,-0.3613771691849125,yes
1.5124942886836907,8,3,-0.4811840540136999,0.6751255736785761,yes
2.664857320921593,8,3,-0.4811840540136999,0.8881310730346086,yes
2.365242932539738,8,3,-0.4811840540136999,-0.2063513326812498,yes
1.9936058546430149,8,3,-0.4811840540136999,-0.2584400137464805,yes
2.3479574870561697,8,3,-0.4811840540136999,-0.2283650014647699,yes
1.469280674974769,8,3,-0.4811840540136999,-0.1576732200190997,yes
1.6450160373910494,8,3,-0.4811840540136999,-0.2063513326812498,yes
0.6770310903112118,8,3,-0.4811840540136999,-0.4438509142048611,yes
1.8726077362580351,8,3,-0.4811840540136999,-0.2401469650390483,yes
0.5185811733785002,8,3,-0.4811840540136999,-0.1514721865589532,yes
3.6011522846148885,8,3,-0.4811840540136999,-0.436099622379678,yes
1.7141578193253235,8,3,-0.4811840540136999,-0.2010804542401253,yes
0.5963656780545586,8,3,-0.4811840540136999,-0.3185900383099016,yes
0.2132049698354562,8,3,-0.4811840540136999,0.9020833983199382,yes
2.399813823506875,8,3,-0.4811840540136999,-0.4739259264865716,yes
4.350188255569525,8,3,-0.4811840540136999,-0.3899019231015865,yes
2.7714509014035986,8,3,-0.4811840540136999,-0.4423006558398245,yes
-0.5473546314415592,8,3,-0.4811840540136999,-0.4733058231405569,yes
4.047692959607075,8,3,-0.4811840540136999,0.8189895499539751,yes
2.333552949153196,8,3,-0.4811840540136999,-0.447571534280949,yes
1.9388686106117143,8,3,-0.4811840540136999,-0.3402936554204144,yes
0.8009101162767862,8,3,-0.4811840540136999,-0.1694551835933781,yes
1.99072494706242,8,3,-0.4811840540136999,-0.3474248438995829,yes
1.356925279331574,8,3,-0.4811840540136999,1.0211432407547512,yes
2.9385435410780945,8,3,-0.4811840540136999,-0.0863613352274149,yes
0.556032971926232,8,3,-0.4811840540136999,-0.4069547651169893,yes
1.5355415493284488,8,3,-0.4811840540136999,-0.0996935571667299,yes
1.1840708244958886,8,3,-0.4811840540136999,-0.2286750531377773,yes
1.6882296510999708,8,3,-0.4811840540136999,-0.2106920561033524,yes
0.1152541120952345,8,3,-0.4811840540136999,-0.3998235766378208,yes
1.2186417154630258,8,3,-0.4811840540136999,-0.0984533504747006,yes
0.7980292086961914,8,3,-0.4811840540136999,-0.2882049743551838,yes
0.3860594246711415,8,3,-0.4811840540136999,-0.2181332962555282,yes
1.3972579854599003,8,3,-0.4811840540136999,0.2029168756884196,yes
3.771125831869979,8,3,-0.4811840540136999,0.9209965503733852,yes
3.8172203531594953,8,3,-0.4811840540136999,-0.0742693199801292,yes
1.4059007082016848,8,3,-0.4811840540136999,0.9724651280926012,yes
1.2301653457854047,8,3,-0.4811840540136999,0.5573059379357924,yes
1.5873978857791544,8,3,-0.4811840540136999,-0.2311554665218358,yes
0.4292730383800628,8,3,-0.4811840540136999,-0.4739259264865716,yes
2.81466451511252,8,3,-0.4811840540136999,-0.1657345635172902,yes
1.048668168207935,8,3,-0.4811840540136999,-0.0541159612346531,yes
1.1898326396570782,8,3,-0.4811840540136999,-0.3998235766378208,yes
1.8956549969027927,8,3,-0.4811840540136999,-0.5703519967918498,yes
1.5009706583613118,8,3,-0.4811840540136999,-0.4277282272084802,yes
0.6222938462799115,8,3,-0.4811840540136999,-0.0200102772038473,yes
0.6482220145052642,8,3,-0.4811840540136999,1.3160023817847175,yes
1.852441383193872,8,3,-0.4811840540136999,-0.3877315613905352,yes
2.9385435410780945,8,3,-0.4811840540136999,0.4283244419647451,yes
0.121015927256424,8,3,-0.4811840540136999,-0.3061879713896086,yes
1.1984753623988624,8,3,-0.4811840540136999,-0.082640715151327,yes
0.8930991588558184,8,3,-0.4811840540136999,-0.6407337265645127,yes
0.8844564361140341,8,3,-0.4811840540136999,-0.435169467360656,yes
3.422536014618013,8,3,-0.4811840540136999,-0.4739259264865716,yes
2.483360143344123,8,3,-0.4811840540136999,-0.2816938892220299,yes
0.7778628556320282,8,3,-0.4811840540136999,-0.3759495978162568,yes
1.5067324735225012,8,3,-0.4811840540136999,0.2351622496811814,yes
0.1699913561265348,8,3,-0.4811840540136999,-0.4125356952311212,yes
1.0630727061109089,8,3,-0.4811840540136999,-0.3313021569032019,yes
2.592834631406724,8,3,-0.4811840540136999,-0.1189167608931841,yes
1.0832390591750722,8,3,-0.4811840540136999,-0.4807470632927328,yes
1.509613381103096,8,3,-0.4811840540136999,-0.2615405304765538,yes
1.1293335804645883,8,3,-0.4811840540136999,-0.1945693691069715,yes
1.99072494706242,8,3,-0.4811840540136999,-0.3650977892610004,yes
1.956154056095283,8,3,-0.4811840540136999,-0.4739259264865716,yes
